"Start.Date","End.Date","Response.Type","ip","Progress","Duration..in.seconds.","Finished","Recorded.Date","Response.ID","Recipient.Last.Name","Recipient.First.Name","Recipient.Email","External.Data.Reference","Location.Latitude","Location.Longitude","Distribution.Channel","User.Language","consent","state","gender","age","pid_3...Selected.Choice","pid_3...Other..please.specify....Text","pid_rep","pid_dem","pid_ind","roulette_pilot_...Age","roulette_pilot_...Gender","roulette_pilot_...Race.ethnicity","roulette_pilot_...Religion","trump_masks","date","color_box","latino","race...Selected.Choice","race...Other...Text","education","sleep","prosthetic","blind","deaf","gang_resp","gang_fam","hits","sincerity","roulette_pid","randomization_1","ResponseId","geonames.countryCode","geonames.countryName","geonames.lat","geonames.lng","tzwhere.timezone","abuseipdb.bad_isp","abuseipdb.categories","abuseipdb.reports","abuseipdb.total","abuseipdb.trusted_isp","abuseipdb.version","abuseipdb.city","abuseipdb.country","abuseipdb.host_name","abuseipdb.postal_code","apivoid.information.reverse_dns","apivoid.information.continent_code","apivoid.information.continent_name","apivoid.information.country_code","apivoid.information.country_name","apivoid.information.region_name","apivoid.information.city_name","apivoid.information.latitude","apivoid.information.longitude","apivoid.information.isp","apivoid.blacklists.detections","apivoid.blacklists.engines_count","apivoid.blacklists.detection_rate","apivoid.blacklists.scantime","censys.location.country","shodan.area_code","shodan.hostnames","shodan.country_name","shodan.vulns","shodan.longitude","shodan.city","shodan.country_code","shodan.latitude","shodan.ports","virustotal.country","virustotal.verbose_msg","virustotal.detected_urls","ip_new","maxmind.city.names.en","maxmind.country.iso_code","maxmind.country.names.en","maxmind.location.latitude","maxmind.location.longitude","maxmind.location.metro_code","maxmind.postal.code","maxmind.registered_country.names.en","maxmind.traits.ip_address","pollname","platform","apivoid.anonymity.is_vpn","blacklisted","missing_ip","duplicated","foreign_ip","funny_ip","counts","troll_count_2","untrustworthy"
"7/11/20 13:17","7/11/20 13:20",0,"75.82.205.146",100,184,1,"7/11/20 13:20","R_3n3lgPInWYZVNl7",NA,NA,NA,NA,34.00300598,-118.4297943,"anonymous","EN",1,5,1,2,1,"",NA,1,NA,2,2,3,1,4,"7/11/20","color",1,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,"rep","congress","R_3n3lgPInWYZVNl7",NA,NA,NA,NA,"America/Los_Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-75-82-205-146.socal.res.rr.com",NA,"North America","US","United States of America","California","Los Angeles",34.05223083,-118.2436829,"Charter Communications Inc",0,88,"0%",0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"75.82.205.146","Los Angeles","US","United States",34.003,-118.4298,803,90066,"United States","75.82.205.146","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"45.46.202.169",100,177,1,"7/11/20 13:20","R_3RgwJ5JhkuVmnDs",NA,NA,NA,NA,43.09080505,-77.43479919,"anonymous","EN",1,33,2,4,3,"",NA,NA,2,1,2,2,3,5,"7/11/20","color",2,"1",NA,6,0,FALSE,TRUE,FALSE,FALSE,FALSE,4,1,"dem","congress","R_3RgwJ5JhkuVmnDs",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-45-46-202-169.rochester.res.rr.com",NA,"North America","US","United States of America","New York","Fairport",43.09867096,-77.44194031,"Charter Communications Inc",0,88,"0%",0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"45.46.202.169","Fairport","US","United States",43.0908,-77.4348,538,14450,"United States","45.46.202.169","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"163.116.138.114",100,161,1,"7/11/20 13:20","R_30hOjr0oOLaTI3b",NA,NA,NA,NA,47.60920715,-122.3314056,"anonymous","EN",1,49,1,3,1,"",NA,1,NA,1,1,3,1,5,"7/11/20","color",2,"1,4",NA,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"dem","congress","R_30hOjr0oOLaTI3b",NA,NA,NA,NA,"Europe/Paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America","US","United States of America","Washington","Seattle",47.6062088,-122.3320694,"Netskope SEA",0,88,"0%",0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","IP address in dataset",NA,"163.116.138.114","Seattle","US","United States",47.6032,-122.3412,819,98111,"France","163.116.138.114","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"24.112.240.101",100,198,1,"7/11/20 13:20","R_2D1hzPmbqhKrsT1",NA,NA,NA,NA,40.6217041,-79.94309998,"anonymous","EN",1,39,2,3,3,"",NA,NA,3,2,2,3,1,6,"7/11/20","color",2,"1",NA,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,"dem","obama","R_2D1hzPmbqhKrsT1",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dynamic-acs-24-112-240-101.zoominternet.net",NA,"North America","US","United States of America","Pennsylvania","Butler",40.85853577,-79.90251923,"Armstrong",0,88,"0%",0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"24.112.240.101","Gibsonia","US","United States",40.6217,-79.9431,508,15044,"United States","24.112.240.101","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"73.153.138.218",100,172,1,"7/11/20 13:20","R_2dPWbblJhq7I5bP",NA,NA,NA,NA,39.74349976,-105.0618973,"anonymous","EN",1,6,2,4,1,"",NA,1,NA,1,1,3,2,4,"7/11/20","color",2,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"dem","congress","R_2dPWbblJhq7I5bP",NA,NA,NA,NA,"America/Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-73-153-138-218.hsd1.co.comcast.net",NA,"North America","US","United States of America","Colorado","Lakewood",39.7047081,-105.0813675,"Comcast Cable Communications LLC",0,88,"0%",0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"73.153.138.218","Denver","US","United States",39.7435,-105.0619,751,80214,"United States","73.153.138.218","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"70.113.24.23",100,174,1,"7/11/20 13:20","R_3hEeTRrADEDwoOf",NA,NA,NA,NA,30.42999268,-97.83260345,"anonymous","EN",1,45,2,2,1,"",NA,1,NA,1,2,3,1,4,"7/11/20","rectangle",2,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"rep","congress","R_3hEeTRrADEDwoOf",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-70-113-24-23.austin.res.rr.com",NA,"North America","US","United States of America","Texas","Austin",30.26715088,-97.74305725,"Charter Communications Inc",0,88,"0%",0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"70.113.24.23","Austin","US","United States",30.4032,-97.753,635,78759,"United States","70.113.24.23","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:19","7/11/20 13:20",0,"24.26.6.33",100,76,1,"7/11/20 13:20","R_1dfRBY2r7FyB6om",NA,NA,NA,NA,37.7519989,-87.15139771,"anonymous","EN",1,5,2,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","R_1dfRBY2r7FyB6om",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mta-24-26-6-33.mi.rr.com",NA,"North America","US","United States of America","Kentucky","Owensboro",37.77421951,-87.11332703,"Charter Communications Inc",0,88,"0%",0.6,NA,NA,"mta-24-26-6-33.mi.rr.com","United States",NA,-87.1514,"Owensboro","US",37.752,"7547",NA,"Missing IP address",NA,"24.26.6.33","Owensboro","US","United States",37.752,-87.1514,649,42301,"United States","24.26.6.33","July 2020 Study","MTurk",NA,0,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE
"7/11/20 13:17","7/11/20 13:20",0,"104.183.119.52",100,211,1,"7/11/20 13:20","R_1jpGgPTpXseIu7w",NA,NA,NA,NA,28.37739563,-81.188797,"anonymous","EN",1,10,2,3,3,"",NA,NA,3,2,2,3,1,5,"7/11/20","color",2,"4",NA,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"dem","obama","R_1jpGgPTpXseIu7w",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104-183-119-52.lightspeed.dybhfl.sbcglobal.net",NA,"North America","US","United States of America","Florida","Boca Raton",26.35869026,-80.08309937,"AT&T Corp.",0,88,"0%",0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"104.183.119.52","Orlando","US","United States",28.5464,-81.2585,534,32825,"United States","104.183.119.52","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:18","7/11/20 13:20",0,"71.62.138.255",100,148,1,"7/11/20 13:20","R_338v4jpwRp8uF7F",NA,NA,NA,NA,38.27099609,-77.54949951,"anonymous","EN",1,48,2,4,1,"",NA,1,NA,1,2,3,1,5,"7/11/20","color",2,"2",NA,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"rep","obama","R_338v4jpwRp8uF7F",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-71-62-138-255.hsd1.va.comcast.net",NA,"North America","US","United States of America","Virginia","Fredericksburg",38.30318069,-77.46054077,"Comcast Cable Communications LLC",0,88,"0%",0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"71.62.138.255","Fredericksburg","US","United States",38.271,-77.5495,511,22407,"United States","71.62.138.255","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:18","7/11/20 13:20",0,"66.97.56.48",100,141,1,"7/11/20 13:20","R_3HXn2sy64MYZJ9q",NA,NA,NA,NA,30.06030273,-90.55180359,"anonymous","EN",1,19,2,2,2,"",1,NA,NA,1,2,1,1,4,"7/11/20","inside ",2,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,"dem","congress","R_3HXn2sy64MYZJ9q",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America","US","United States of America","Louisiana","New Orleans",29.95465088,-90.07507324,"Reserve Long Distance Company Inc",0,88,"0%",0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"66.97.56.48","Reserve","US","United States",30.0603,-90.5518,622,70084,"United States","66.97.56.48","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"73.206.159.138",100,180,1,"7/11/20 13:20","R_31z5DWAKzHzZ21M",NA,NA,NA,NA,29.57989502,-95.60849762,"anonymous","EN",1,45,1,4,1,"",NA,2,NA,2,2,3,1,6,"7/11/20","color",2,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"rep","congress","R_31z5DWAKzHzZ21M",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-73-206-159-138.hsd1.tx.comcast.net",NA,"North America","US","United States of America","Texas","Rosenberg",29.5571804,-95.80856323,"Comcast Cable Communications LLC",0,88,"0%",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"73.206.159.138","Sugar Land","US","United States",29.5799,-95.6085,618,77479,"United States","73.206.159.138","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:18","7/11/20 13:20",0,"98.252.68.220",100,134,1,"7/11/20 13:20","R_1oBAkuUdzvFyYMh",NA,NA,NA,NA,38.47990417,-121.4450989,"anonymous","EN",1,5,2,4,2,"",2,NA,NA,2,1,3,1,5,"7/11/20","Color",1,"1",NA,4,0,FALSE,TRUE,FALSE,FALSE,FALSE,4,1,"rep","congress","R_1oBAkuUdzvFyYMh",NA,NA,NA,NA,"America/Los_Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-98-252-68-220.hsd1.ca.comcast.net",NA,"North America","US","United States of America","California","Sacramento",38.58156967,-121.4944,"Comcast Cable Communications LLC",0,88,"0%",0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"98.252.68.220","Sacramento","US","United States",38.4799,-121.4451,862,95823,"United States","98.252.68.220","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"76.105.42.186",100,194,1,"7/11/20 13:20","R_1jCfg1PmTpbCqU6",NA,NA,NA,NA,38.76800537,-121.3348999,"anonymous","EN",1,5,2,7,1,"",NA,1,NA,2,2,3,1,5,"7/11/20","color",2,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"rep","obama","R_1jCfg1PmTpbCqU6",NA,NA,NA,NA,"America/Los_Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-76-105-42-186.hsd1.ca.comcast.net",NA,"North America","US","United States of America","California","Sacramento",38.58156967,-121.4944,"Comcast Cable Communications LLC",0,88,"0%",0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"76.105.42.186","Roseville","US","United States",38.768,-121.3349,862,95747,"United States","76.105.42.186","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"24.101.212.223",100,182,1,"7/11/20 13:20","R_3qOHodtZqrINLoC",NA,NA,NA,NA,41.13890076,-81.86289978,"anonymous","EN",1,36,2,3,1,"",NA,2,NA,1,1,3,3,6,"7/11/20","color",2,"1",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"dem","obama","R_3qOHodtZqrINLoC",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dynamic-acs-24-101-212-223.zoominternet.net",NA,"North America","US","United States of America","Ohio","Medina",41.13838959,-81.86374664,"Armstrong",0,88,"0%",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"24.101.212.223","Medina","US","United States",41.1389,-81.8629,510,44256,"United States","24.101.212.223","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"7/11/20 13:17","7/11/20 13:20",0,"74.135.162.254",100,183,1,"7/11/20 13:20","R_3NybvhoFsI3X5ss",NA,NA,NA,NA,43.23800659,-87.98940277,"anonymous","EN",1,51,2,5,2,"",2,NA,NA,1,2,3,2,5,"7/11/20","color",1,"1,3",NA,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,"dem","obama","R_3NybvhoFsI3X5ss",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"074-135-162-254.res.spectrum.com",NA,"North America","US","United States of America","Wisconsin","Cedarburg",43.29666901,-87.98758698,"Charter Communications Inc",0,88,"0%",0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"74.135.162.254","Mequon","US","United States",43.2504,-88.0048,617,53097,"United States","74.135.162.254","July 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
